owner,source,kind,language,url,status,classification,finalUrl,redirected,mime,error
4ef8dff1-6dec-4023-b3b0-2918235d88f2:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2020_2/2020_MI-Private-Equity_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/2020_MI-Private-Equity_Mexico.pdf,false,application/pdf,
4ef8dff1-6dec-4023-b3b0-2918235d88f2:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2020_2/2020_MI-Private-Equity_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/2020_MI-Private-Equity_Mexico.pdf,false,application/pdf,
08334fb7-627f-4f05-95fa-06ade51babdf:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2020_2/LL_Litigation-2021_MX.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/LL_Litigation-2021_MX.pdf,false,application/pdf,
08334fb7-627f-4f05-95fa-06ade51babdf:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2020_2/LL_Litigation-2021_MX.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/LL_Litigation-2021_MX.pdf,false,application/pdf,
0a6de07f-2621-40df-9d8c-65545b6ec41c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2020_2/IRInov2020edit.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/IRInov2020edit.pdf,false,application/pdf,
0a6de07f-2621-40df-9d8c-65545b6ec41c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2020_2/IRInov2020edit.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/IRInov2020edit.pdf,false,application/pdf,
dc7539e9-a2f4-4053-8a42-546fda9cc3f5:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2020_2/ITA-2020---Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/ITA-2020---Mexico.pdf,false,application/pdf,
dc7539e9-a2f4-4053-8a42-546fda9cc3f5:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2020_2/ITA-2020---Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/ITA-2020---Mexico.pdf,false,application/pdf,
9e7bfa12-3f0e-44a1-9bc8-e941662f3bde:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2020_2/GAR_Commercial-Arbitration_2020_MX.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/GAR_Commercial-Arbitration_2020_MX.pdf,false,application/pdf,
9e7bfa12-3f0e-44a1-9bc8-e941662f3bde:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2020_2/GAR_Commercial-Arbitration_2020_MX.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020_2/GAR_Commercial-Arbitration_2020_MX.pdf,false,application/pdf,
cc6076d4-9bce-44d8-a8bb-f6615542410c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF/2020/8-How-to-Conduct-Internal-Investigations_v2020.pdf,206,correcto,http://localhost:5050/images/PDF/2020/8-How-to-Conduct-Internal-Investigations_v2020.pdf,false,application/pdf,
cc6076d4-9bce-44d8-a8bb-f6615542410c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF/2020/8-How-to-Conduct-Internal-Investigations_v2020.pdf,206,correcto,http://localhost:5050/images/PDF/2020/8-How-to-Conduct-Internal-Investigations_v2020.pdf,false,application/pdf,
c916d9f3-5029-449d-afdc-95af43e1041e:es,project-public,public-content-link,es,http://localhost:5050/images/PDF/2020/202005_ABA_Issue57vf_EG.pdf,206,correcto,http://localhost:5050/images/PDF/2020/202005_ABA_Issue57vf_EG.pdf,false,application/pdf,
c916d9f3-5029-449d-afdc-95af43e1041e:en,project-public,public-content-link,en,http://localhost:5050/images/PDF/2020/202005_ABA_Issue57vf_EG.pdf,206,correcto,http://localhost:5050/images/PDF/2020/202005_ABA_Issue57vf_EG.pdf,false,application/pdf,
d58d8e7f-dae6-4250-a04f-6590ec037caf:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2020/ITA---Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2020/ITA---Mexico.pdf,false,application/pdf,
d58d8e7f-dae6-4250-a04f-6590ec037caf:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2020/ITA---Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2020/ITA---Mexico.pdf,false,application/pdf,
04adbc1f-4394-4ac4-8d70-132a8f74ac1f:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2020/Mexico-1.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020/Mexico-1.pdf,false,application/pdf,
04adbc1f-4394-4ac4-8d70-132a8f74ac1f:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2020/Mexico-1.pdf,206,correcto,http://localhost:5050/images/PDF_news/2020/Mexico-1.pdf,false,application/pdf,
fb5f279c-3f00-4a64-bc2e-98a4f5f086c7:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2021/5-Latin-Lawyer.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2021/5-Latin-Lawyer.pdf,false,application/pdf,
fb5f279c-3f00-4a64-bc2e-98a4f5f086c7:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2021/5-Latin-Lawyer.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2021/5-Latin-Lawyer.pdf,false,application/pdf,
d8fd6c85-05ae-40ed-9c43-c998fe2f4d1d:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Restructuring-Review-of-the-Americas--Mexico-2019.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Restructuring-Review-of-the-Americas--Mexico-2019.pdf,false,application/pdf,
d8fd6c85-05ae-40ed-9c43-c998fe2f4d1d:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Restructuring-Review-of-the-Americas--Mexico-2019.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Restructuring-Review-of-the-Americas--Mexico-2019.pdf,false,application/pdf,
6850b2e5-62ed-481e-a733-12dd89a07021:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/Mexico-GTDT-Market-Intelligence--Private-Equity-2018.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/Mexico-GTDT-Market-Intelligence--Private-Equity-2018.pdf,false,application/pdf,
6850b2e5-62ed-481e-a733-12dd89a07021:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/Mexico-GTDT-Market-Intelligence--Private-Equity-2018.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/Mexico-GTDT-Market-Intelligence--Private-Equity-2018.pdf,false,application/pdf,
ccff6015-3ce1-4650-889a-c1933ad3ac7c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/LL_Litigation-2019_MX.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/LL_Litigation-2019_MX.pdf,false,application/pdf,
ccff6015-3ce1-4650-889a-c1933ad3ac7c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/LL_Litigation-2019_MX.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/LL_Litigation-2019_MX.pdf,false,application/pdf,
63c14818-d5f2-40e0-a139-f751335967df:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/La-Competencia-Econmica-en-el-programa-de-Compliance-FC.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/La-Competencia-Econmica-en-el-programa-de-Compliance-FC.pdf,false,application/pdf,
63c14818-d5f2-40e0-a139-f751335967df:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/La-Competencia-Econmica-en-el-programa-de-Compliance-FC.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/La-Competencia-Econmica-en-el-programa-de-Compliance-FC.pdf,false,application/pdf,
b94fc65b-183c-42dc-bc0e-2b6cd2aa3a74:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/LPS2018Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/LPS2018Mexico.pdf,false,application/pdf,
b94fc65b-183c-42dc-bc0e-2b6cd2aa3a74:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/LPS2018Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/LPS2018Mexico.pdf,false,application/pdf,
6256f615-9808-4a8f-b616-3d324d29ad8c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/Educational-Institutions-Mexico-Chapter--Silverio-Sandate.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/Educational-Institutions-Mexico-Chapter--Silverio-Sandate.pdf,false,application/pdf,
6256f615-9808-4a8f-b616-3d324d29ad8c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/Educational-Institutions-Mexico-Chapter--Silverio-Sandate.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/Educational-Institutions-Mexico-Chapter--Silverio-Sandate.pdf,false,application/pdf,
6fbeb83b-1df4-4b5a-be09-358458ba5775:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Private-Equity-Review-Mexico-Chapter--Investing.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Private-Equity-Review-Mexico-Chapter--Investing.pdf,false,application/pdf,
6fbeb83b-1df4-4b5a-be09-358458ba5775:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Private-Equity-Review-Mexico-Chapter--Investing.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/The-Private-Equity-Review-Mexico-Chapter--Investing.pdf,false,application/pdf,
333b6079-2667-4c3c-a56c-3c6ac2d0db18:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2018/017_MEXICO-TD.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/017_MEXICO-TD.pdf,false,application/pdf,
333b6079-2667-4c3c-a56c-3c6ac2d0db18:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2018/017_MEXICO-TD.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2018/017_MEXICO-TD.pdf,false,application/pdf,
c52ecedd-8ebb-4981-99b6-6c3d6ff67048:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/Class-Actions-2018Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Class-Actions-2018Mexico.pdf,false,application/pdf,
c52ecedd-8ebb-4981-99b6-6c3d6ff67048:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/Class-Actions-2018Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Class-Actions-2018Mexico.pdf,false,application/pdf,
a923597a-736a-48bd-b292-84ad3796d744:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/GTDT-Market-Intelligence--Private-Equity--Volume-4-Issue-6.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/GTDT-Market-Intelligence--Private-Equity--Volume-4-Issue-6.pdf,false,application/pdf,
a923597a-736a-48bd-b292-84ad3796d744:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/GTDT-Market-Intelligence--Private-Equity--Volume-4-Issue-6.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/GTDT-Market-Intelligence--Private-Equity--Volume-4-Issue-6.pdf,false,application/pdf,
b67dc8d2-a0ee-4454-8a56-f1cb906fd623:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2017/Mexican-MA-shrugs-off-the-Trump-slump-_-Euromoney.pdf,206,correcto,http://localhost:5050/images/PDF_news/2017/Mexican-MA-shrugs-off-the-Trump-slump-_-Euromoney.pdf,false,application/pdf,
b67dc8d2-a0ee-4454-8a56-f1cb906fd623:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2017/Mexican-MA-shrugs-off-the-Trump-slump-_-Euromoney.pdf,206,correcto,http://localhost:5050/images/PDF_news/2017/Mexican-MA-shrugs-off-the-Trump-slump-_-Euromoney.pdf,false,application/pdf,
0216531a-a170-48a0-8941-8f52c69464a4:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2017/IAR2017Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2017/IAR2017Mexico.pdf,false,application/pdf,
0216531a-a170-48a0-8941-8f52c69464a4:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2017/IAR2017Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2017/IAR2017Mexico.pdf,false,application/pdf,
665d0724-9b59-4a2d-b4e0-bfdbcf23681c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/Claus-Von-Wobeser-Adrian-Magallanes--Chambers-Partners-Global-Practice-Guides-International-Arbitration-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Claus-Von-Wobeser-Adrian-Magallanes--Chambers-Partners-Global-Practice-Guides-International-Arbitration-Mexico.pdf,false,application/pdf,
665d0724-9b59-4a2d-b4e0-bfdbcf23681c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/Claus-Von-Wobeser-Adrian-Magallanes--Chambers-Partners-Global-Practice-Guides-International-Arbitration-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Claus-Von-Wobeser-Adrian-Magallanes--Chambers-Partners-Global-Practice-Guides-International-Arbitration-Mexico.pdf,false,application/pdf,
b5cf3eb6-b656-4fb6-8d9a-9010c27baa24:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/Cooperacin_Internacional_en_Investigaciones_Anticorrupcion_Diego-Sierra.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Cooperacin_Internacional_en_Investigaciones_Anticorrupcion_Diego-Sierra.pdf,false,application/pdf,
b5cf3eb6-b656-4fb6-8d9a-9010c27baa24:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/Cooperacin_Internacional_en_Investigaciones_Anticorrupcion_Diego-Sierra.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Cooperacin_Internacional_en_Investigaciones_Anticorrupcion_Diego-Sierra.pdf,false,application/pdf,
f9950d63-a4db-4255-aed2-2dd3bb3a6a36:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/Private-Equity-Review-April-2017.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Private-Equity-Review-April-2017.pdf,false,application/pdf,
f9950d63-a4db-4255-aed2-2dd3bb3a6a36:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/Private-Equity-Review-April-2017.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/Private-Equity-Review-April-2017.pdf,false,application/pdf,
fb5115cb-1acd-46a5-8cb8-dc0b9178aae3:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-The-Franchise-Law-Review-.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-The-Franchise-Law-Review-.pdf,false,application/pdf,
fb5115cb-1acd-46a5-8cb8-dc0b9178aae3:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-The-Franchise-Law-Review-.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-The-Franchise-Law-Review-.pdf,false,application/pdf,
ade16294-fac0-48ba-a236-88ab26202ba8:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-GTDT-Arbitration-2017.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-GTDT-Arbitration-2017.pdf,false,application/pdf,
ade16294-fac0-48ba-a236-88ab26202ba8:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-GTDT-Arbitration-2017.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/240317-GTDT-Arbitration-2017.pdf,false,application/pdf,
76a8b3e1-d84b-4fa0-a3df-a177f4f23203:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2016/MI-3-5-PE-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/MI-3-5-PE-Mexico.pdf,false,application/pdf,
76a8b3e1-d84b-4fa0-a3df-a177f4f23203:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2016/MI-3-5-PE-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/MI-3-5-PE-Mexico.pdf,false,application/pdf,
df1c7d43-e293-4901-991f-ea584362deb0:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2016/IA16_Chapter-40_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/IA16_Chapter-40_Mexico.pdf,false,application/pdf,
df1c7d43-e293-4901-991f-ea584362deb0:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2016/IA16_Chapter-40_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/IA16_Chapter-40_Mexico.pdf,false,application/pdf,
638d33c0-180b-4708-9f10-d2806f26eeb2:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2016/New_Rules1.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/New_Rules1.PDF,false,application/pdf,
638d33c0-180b-4708-9f10-d2806f26eeb2:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2016/New_Rules1.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/New_Rules1.PDF,false,application/pdf,
848e5e2a-0b9c-4294-bc9e-de3f17919210:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2016/ov14-1-article08.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/ov14-1-article08.pdf,false,application/pdf,
848e5e2a-0b9c-4294-bc9e-de3f17919210:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2016/ov14-1-article08.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/ov14-1-article08.pdf,false,application/pdf,
ec5ed37d-1440-4c12-8860-5b807cd0a5a0:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2016/Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/Mexico.pdf,false,application/pdf,
ec5ed37d-1440-4c12-8860-5b807cd0a5a0:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2016/Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/Mexico.pdf,false,application/pdf,
adf8a290-bdf4-433f-976a-ec42e0165572:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2016/vwys.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/vwys.pdf,false,application/pdf,
adf8a290-bdf4-433f-976a-ec42e0165572:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2016/vwys.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2016/vwys.pdf,false,application/pdf,
4924241f-9975-4218-9956-4b9739a44843:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/vwys0412.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/vwys0412.pdf,false,application/pdf,
4924241f-9975-4218-9956-4b9739a44843:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/vwys0412.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/vwys0412.pdf,false,application/pdf,
92fab304-00a7-44c8-a0bc-23eeb2cb7096:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/OS2016_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/OS2016_Mexico.pdf,false,application/pdf,
92fab304-00a7-44c8-a0bc-23eeb2cb7096:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/OS2016_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/OS2016_Mexico.pdf,false,application/pdf,
f0f2685e-e88b-4c22-9567-0f9a84728396:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/marketintelligence.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/marketintelligence.pdf,false,application/pdf,
f0f2685e-e88b-4c22-9567-0f9a84728396:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/marketintelligence.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/marketintelligence.pdf,false,application/pdf,
19da683e-cc0c-4713-a7f3-ad0e6fcf4e36:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/North_American_Regional_Forum_News_Sept_2015.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/North_American_Regional_Forum_News_Sept_2015.pdf,false,application/pdf,
19da683e-cc0c-4713-a7f3-ad0e6fcf4e36:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/North_American_Regional_Forum_News_Sept_2015.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/North_American_Regional_Forum_News_Sept_2015.pdf,false,application/pdf,
9fa56e25-2a92-478f-bce5-7ea3e1140470:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/classactions.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/classactions.pdf,false,application/pdf,
9fa56e25-2a92-478f-bce5-7ea3e1140470:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/classactions.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/classactions.pdf,false,application/pdf,
766c7a97-103a-402e-ad0d-501dcf758039:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico_Overview.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico_Overview.pdf,false,application/pdf,
766c7a97-103a-402e-ad0d-501dcf758039:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico_Overview.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico_Overview.pdf,false,application/pdf,
57aa2df5-10db-4548-8bb2-6f1b2d2d5640:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico.pdf,false,application/pdf,
57aa2df5-10db-4548-8bb2-6f1b2d2d5640:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico.pdf,false,application/pdf,
5a16386e-0b48-4f13-a2aa-d5b43fd4a28c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico-Overviewsep15.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico-Overviewsep15.pdf,false,application/pdf,
5a16386e-0b48-4f13-a2aa-d5b43fd4a28c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico-Overviewsep15.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Mexico-Overviewsep15.pdf,false,application/pdf,
cbdc4a73-bbce-40de-8930-08f48168dcbd:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/FINANCIER.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/FINANCIER.pdf,false,application/pdf,
cbdc4a73-bbce-40de-8930-08f48168dcbd:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/FINANCIER.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/FINANCIER.pdf,false,application/pdf,
10791a99-f38f-4bf1-8dce-8e45d065111f:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_LandP.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_LandP.PDF,false,application/pdf,
10791a99-f38f-4bf1-8dce-8e45d065111f:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_LandP.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_LandP.PDF,false,application/pdf,
5f5e060a-c7c6-4236-af71-90bf25cfcbae:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_TD.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_TD.PDF,false,application/pdf,
5f5e060a-c7c6-4236-af71-90bf25cfcbae:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_TD.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/MEXICO_TD.PDF,false,application/pdf,
dc2b56c5-6e09-4f0e-b033-47c4e00841d5:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS-_5099-v1-Andres_Nieto__Getting_the_Deal_Throug__Structured_Finance_Securitisation__april_20151.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS-_5099-v1-Andres_Nieto__Getting_the_Deal_Throug__Structured_Finance_Securitisation__april_20151.pdf,false,application/pdf,
dc2b56c5-6e09-4f0e-b033-47c4e00841d5:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS-_5099-v1-Andres_Nieto__Getting_the_Deal_Throug__Structured_Finance_Securitisation__april_20151.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS-_5099-v1-Andres_Nieto__Getting_the_Deal_Throug__Structured_Finance_Securitisation__april_20151.pdf,false,application/pdf,
87305d2a-2d2a-44f6-acea-ec5730d17f45:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,false,application/pdf,
87305d2a-2d2a-44f6-acea-ec5730d17f45:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,false,application/pdf,
