owner,source,kind,language,url,status,classification,finalUrl,redirected,mime,error
da86183f-5f92-462d-bd83-f27558341942:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,false,application/pdf,
da86183f-5f92-462d-bd83-f27558341942:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/VWYS_2603-v1-CHAMBERS_AND_PARTNERS_COMPETITION_ANTITRUST_MEXICO.PDF,false,application/pdf,
1fedc659-69d8-4b81-b4fd-4477e67bcd0e:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2015/Enforcement_of_Investment_Treaty_Arbitration_Awards_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Enforcement_of_Investment_Treaty_Arbitration_Awards_Mexico.pdf,false,application/pdf,
1fedc659-69d8-4b81-b4fd-4477e67bcd0e:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2015/Enforcement_of_Investment_Treaty_Arbitration_Awards_Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2015/Enforcement_of_Investment_Treaty_Arbitration_Awards_Mexico.pdf,false,application/pdf,
c82b8d8d-89fd-46dd-a1bb-994e5974861d:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/Virtual_Round_Table_Energy_Natural_Resources_2015.pdf,206,correcto,http://localhost:5050/images/PDF_news/Virtual_Round_Table_Energy_Natural_Resources_2015.pdf,false,application/pdf,
c82b8d8d-89fd-46dd-a1bb-994e5974861d:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/Virtual_Round_Table_Energy_Natural_Resources_2015.pdf,206,correcto,http://localhost:5050/images/PDF_news/Virtual_Round_Table_Energy_Natural_Resources_2015.pdf,false,application/pdf,
9d909886-a79f-4550-be9a-3f795638f602:es,project-public,public-content-link,es,http://localhost:5050/images/68-FernandoCarreoandPalomaAlcantaraTheAntitrustReviewoftheAmericas2015Overview.pdf,206,correcto,http://localhost:5050/images/68-FernandoCarreoandPalomaAlcantaraTheAntitrustReviewoftheAmericas2015Overview.pdf,false,application/pdf,
9d909886-a79f-4550-be9a-3f795638f602:en,project-public,public-content-link,en,http://localhost:5050/images/68-FernandoCarreoandPalomaAlcantaraTheAntitrustReviewoftheAmericas2015Overview.pdf,206,correcto,http://localhost:5050/images/68-FernandoCarreoandPalomaAlcantaraTheAntitrustReviewoftheAmericas2015Overview.pdf,false,application/pdf,
e3c8f834-a1bc-4ca6-82d1-1df39fc8643c:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2014/InvestmentTraetyArbitration2014.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/InvestmentTraetyArbitration2014.PDF,false,application/pdf,
e3c8f834-a1bc-4ca6-82d1-1df39fc8643c:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2014/InvestmentTraetyArbitration2014.PDF,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/InvestmentTraetyArbitration2014.PDF,false,application/pdf,
8157a73c-0594-45a2-96f9-06cf488ba530:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GIRInvestigationsReviewoftheAmericas2015DS.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GIRInvestigationsReviewoftheAmericas2015DS.pdf,false,application/pdf,
8157a73c-0594-45a2-96f9-06cf488ba530:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GIRInvestigationsReviewoftheAmericas2015DS.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GIRInvestigationsReviewoftheAmericas2015DS.pdf,false,application/pdf,
18f7ef4c-2837-481e-a39a-71a56aba4c83:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GTDTMexicoOutsourcing.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GTDTMexicoOutsourcing.pdf,false,application/pdf,
18f7ef4c-2837-481e-a39a-71a56aba4c83:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GTDTMexicoOutsourcing.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/201410GTDTMexicoOutsourcing.pdf,false,application/pdf,
39f820bf-ab9d-4968-815c-0f510bd583bc:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2014/CorporateLivewireEnergyNaturalResourcesJuly2014EG.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/CorporateLivewireEnergyNaturalResourcesJuly2014EG.pdf,false,application/pdf,
39f820bf-ab9d-4968-815c-0f510bd583bc:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2014/CorporateLivewireEnergyNaturalResourcesJuly2014EG.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/CorporateLivewireEnergyNaturalResourcesJuly2014EG.pdf,false,application/pdf,
763d49ab-128e-4ac5-9360-fdfa5407e83a:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2014/THEPUBLICCOMPETITIONREVIEWEDITION6.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/THEPUBLICCOMPETITIONREVIEWEDITION6.pdf,false,application/pdf,
763d49ab-128e-4ac5-9360-fdfa5407e83a:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2014/THEPUBLICCOMPETITIONREVIEWEDITION6.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/THEPUBLICCOMPETITIONREVIEWEDITION6.pdf,false,application/pdf,
cbcaeae0-ff36-4e17-ae43-1188c1be69f1:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/201402GettingTheDealThroughArbitration.pdf,206,correcto,http://localhost:5050/images/PDF_news/201402GettingTheDealThroughArbitration.pdf,false,application/pdf,
cbcaeae0-ff36-4e17-ae43-1188c1be69f1:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/201402GettingTheDealThroughArbitration.pdf,206,correcto,http://localhost:5050/images/PDF_news/201402GettingTheDealThroughArbitration.pdf,false,application/pdf,
effed0a2-5d3f-463f-8d8e-10c21a4531d7:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2014/LWVRTEnergyandNaturalResources2014.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/LWVRTEnergyandNaturalResources2014.pdf,false,application/pdf,
effed0a2-5d3f-463f-8d8e-10c21a4531d7:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2014/LWVRTEnergyandNaturalResources2014.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2014/LWVRTEnergyandNaturalResources2014.pdf,false,application/pdf,
7fe231ad-a9cd-44cc-95c1-f814d2bcb0eb:es,project-public,public-source-cta,es,https://www.vonwobeser.com/images/PDF_news/2015/MexicoOutsourcingNov2013.pdf,206,correcto,https://www.vonwobeser.com/images/PDF_news/2015/MexicoOutsourcingNov2013.pdf,false,application/pdf,
7fe231ad-a9cd-44cc-95c1-f814d2bcb0eb:en,project-public,public-source-cta,en,https://www.vonwobeser.com/images/PDF_news/2015/MexicoOutsourcingNov2013.pdf,206,correcto,https://www.vonwobeser.com/images/PDF_news/2015/MexicoOutsourcingNov2013.pdf,false,application/pdf,
657c135f-2dcf-4aba-b0b8-63a2154ff521:es,project-public,public-source-cta,es,https://www.vonwobeser.com/images/PDF_news/PDF_articles/2013/45-MexicoInvestmentTreaty.pdf,206,correcto,https://www.vonwobeser.com/images/PDF_news/PDF_articles/2013/45-MexicoInvestmentTreaty.pdf,false,application/pdf,
657c135f-2dcf-4aba-b0b8-63a2154ff521:en,project-public,public-source-cta,en,https://www.vonwobeser.com/images/PDF_news/PDF_articles/2013/45-MexicoInvestmentTreaty.pdf,206,correcto,https://www.vonwobeser.com/images/PDF_news/PDF_articles/2013/45-MexicoInvestmentTreaty.pdf,false,application/pdf,
c700fb11-80ca-41f3-bd17-a223aa1f6edf:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/TheArbitrationReviewoftheAmericas2014.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/TheArbitrationReviewoftheAmericas2014.pdf,false,application/pdf,
c700fb11-80ca-41f3-bd17-a223aa1f6edf:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/TheArbitrationReviewoftheAmericas2014.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/TheArbitrationReviewoftheAmericas2014.pdf,false,application/pdf,
d2ae52f8-2ca6-4958-add2-1b094325a649:es,project-public,public-source-cta,es,https://www.vonwobeser.com/images/PDF_news/2015/IBAMexicoChapterInternationalArbitrationGuide2013.pdf,206,correcto,https://www.vonwobeser.com/images/PDF_news/2015/IBAMexicoChapterInternationalArbitrationGuide2013.pdf,false,application/pdf,
d2ae52f8-2ca6-4958-add2-1b094325a649:en,project-public,public-source-cta,en,https://www.vonwobeser.com/images/PDF_news/2015/IBAMexicoChapterInternationalArbitrationGuide2013.pdf,206,correcto,https://www.vonwobeser.com/images/PDF_news/2015/IBAMexicoChapterInternationalArbitrationGuide2013.pdf,false,application/pdf,
7004c01c-9360-4aa5-b0c4-f7afee0e8918:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/73CorporateLivewireEnergyNaturalResources2013.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/73CorporateLivewireEnergyNaturalResources2013.pdf,false,application/pdf,
7004c01c-9360-4aa5-b0c4-f7afee0e8918:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/73CorporateLivewireEnergyNaturalResources2013.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/73CorporateLivewireEnergyNaturalResources2013.pdf,false,application/pdf,
f806bef2-7755-46bb-ab21-31795e951a5b:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/70Mexicancourtallowsenforcementofarbitraltribunal.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/70Mexicancourtallowsenforcementofarbitraltribunal.pdf,false,application/pdf,
f806bef2-7755-46bb-ab21-31795e951a5b:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/70Mexicancourtallowsenforcementofarbitraltribunal.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/70Mexicancourtallowsenforcementofarbitraltribunal.pdf,false,application/pdf,
c031c431-9398-49ec-abca-3c236f73e067:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/69PraxisMejoresPracticasDiegoSierra.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/69PraxisMejoresPracticasDiegoSierra.pdf,false,application/pdf,
c031c431-9398-49ec-abca-3c236f73e067:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/69PraxisMejoresPracticasDiegoSierra.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/69PraxisMejoresPracticasDiegoSierra.pdf,false,application/pdf,
9147f46d-62c9-42a5-8a5c-9c1beef3189a:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/68InsolvencyasaPrerequisiteforfilingaBankruptcyProcedureinMexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/68InsolvencyasaPrerequisiteforfilingaBankruptcyProcedureinMexico.pdf,false,application/pdf,
9147f46d-62c9-42a5-8a5c-9c1beef3189a:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/68InsolvencyasaPrerequisiteforfilingaBankruptcyProcedureinMexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/68InsolvencyasaPrerequisiteforfilingaBankruptcyProcedureinMexico.pdf,false,application/pdf,
fad134e4-e8f4-421f-aff1-6d8a804f68c6:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/67_ICC_International_Court_of_Arbitration_Bulletin-Taking_Evidence_in_Latin_America.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/67_ICC_International_Court_of_Arbitration_Bulletin-Taking_Evidence_in_Latin_America.pdf,false,application/pdf,
fad134e4-e8f4-421f-aff1-6d8a804f68c6:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/67_ICC_International_Court_of_Arbitration_Bulletin-Taking_Evidence_in_Latin_America.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/67_ICC_International_Court_of_Arbitration_Bulletin-Taking_Evidence_in_Latin_America.pdf,false,application/pdf,
901a9142-7435-4545-b4a8-badb8a371de2:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/65_Expert_Guides_-_Evolution_of_Mexican_Arbitration_Law.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/65_Expert_Guides_-_Evolution_of_Mexican_Arbitration_Law.pdf,false,application/pdf,
901a9142-7435-4545-b4a8-badb8a371de2:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/65_Expert_Guides_-_Evolution_of_Mexican_Arbitration_Law.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/65_Expert_Guides_-_Evolution_of_Mexican_Arbitration_Law.pdf,false,application/pdf,
a89689ab-74ec-4b7b-ac9f-1e20d6ed76e5:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/63_ILO_-_Launching_mandatory_tender_offers.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/63_ILO_-_Launching_mandatory_tender_offers.pdf,false,application/pdf,
a89689ab-74ec-4b7b-ac9f-1e20d6ed76e5:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/63_ILO_-_Launching_mandatory_tender_offers.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/63_ILO_-_Launching_mandatory_tender_offers.pdf,false,application/pdf,
0d20b0ed-911d-4a9f-888d-04e39b04a1b3:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/62_PLC_Mexico_Supreme_Court_of_Justice_rules_on_Public_Policy_grounds_to_set_aside_award.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/62_PLC_Mexico_Supreme_Court_of_Justice_rules_on_Public_Policy_grounds_to_set_aside_award.pdf,false,application/pdf,
0d20b0ed-911d-4a9f-888d-04e39b04a1b3:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/62_PLC_Mexico_Supreme_Court_of_Justice_rules_on_Public_Policy_grounds_to_set_aside_award.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/62_PLC_Mexico_Supreme_Court_of_Justice_rules_on_Public_Policy_grounds_to_set_aside_award.pdf,false,application/pdf,
a8427e0f-7f6f-4478-9e82-547ee62563d9:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/61_CorporateLivewire_Energy_and_Natural_Rec.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/61_CorporateLivewire_Energy_and_Natural_Rec.pdf,false,application/pdf,
a8427e0f-7f6f-4478-9e82-547ee62563d9:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/61_CorporateLivewire_Energy_and_Natural_Rec.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/61_CorporateLivewire_Energy_and_Natural_Rec.pdf,false,application/pdf,
23189387-71f5-4830-a31b-3864f2dfa9aa:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/Tax_considerations_in_MA_transactions.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/Tax_considerations_in_MA_transactions.pdf,false,application/pdf,
23189387-71f5-4830-a31b-3864f2dfa9aa:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/Tax_considerations_in_MA_transactions.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/Tax_considerations_in_MA_transactions.pdf,false,application/pdf,
33e605cc-b994-42a3-b05a-d2c6962e75a1:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2013/30_GRG_Infrastructure_rkd493_1.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2013/30_GRG_Infrastructure_rkd493_1.pdf,false,application/pdf,
33e605cc-b994-42a3-b05a-d2c6962e75a1:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2013/30_GRG_Infrastructure_rkd493_1.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2013/30_GRG_Infrastructure_rkd493_1.pdf,false,application/pdf,
c456eb8b-ee6c-4bb8-ad65-4636a649c8f2:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/56_ILO_Foreign_trade_implications_of_MA_transactions.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/56_ILO_Foreign_trade_implications_of_MA_transactions.pdf,false,application/pdf,
414a0d8d-7d5f-488f-9bb0-bf909240533b:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/55-Derecho-Concursal-Escuela-Libre-de-Derecho.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/55-Derecho-Concursal-Escuela-Libre-de-Derecho.pdf,false,application/pdf,
414a0d8d-7d5f-488f-9bb0-bf909240533b:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/55-Derecho-Concursal-Escuela-Libre-de-Derecho.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/55-Derecho-Concursal-Escuela-Libre-de-Derecho.pdf,false,application/pdf,
6bef4acd-d253-4768-abec-840eb962329e:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/54_ConsideringenvironmentalliabilitesinMAtransactionsInternationalLawOffice1.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/54_ConsideringenvironmentalliabilitesinMAtransactionsInternationalLawOffice1.pdf,false,application/pdf,
6bef4acd-d253-4768-abec-840eb962329e:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/54_ConsideringenvironmentalliabilitesinMAtransactionsInternationalLawOffice1.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/54_ConsideringenvironmentalliabilitesinMAtransactionsInternationalLawOffice1.pdf,false,application/pdf,
b8d64884-a884-4fe5-a20b-b8518e4711c7:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/52_PLC_Arbitration_Multi_Jurisdictional_mthly_email_Mexico_Superme_Courts_Shows_deference_towards_arbitral_tribunal_s.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/52_PLC_Arbitration_Multi_Jurisdictional_mthly_email_Mexico_Superme_Courts_Shows_deference_towards_arbitral_tribunal_s.pdf,false,application/pdf,
b8d64884-a884-4fe5-a20b-b8518e4711c7:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/52_PLC_Arbitration_Multi_Jurisdictional_mthly_email_Mexico_Superme_Courts_Shows_deference_towards_arbitral_tribunal_s.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/52_PLC_Arbitration_Multi_Jurisdictional_mthly_email_Mexico_Superme_Courts_Shows_deference_towards_arbitral_tribunal_s.pdf,false,application/pdf,
51d2a41c-dfee-435b-88b5-c559093d9980:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/9.2-The-International-Investigations-Review.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/9.2-The-International-Investigations-Review.pdf,false,application/pdf,
51d2a41c-dfee-435b-88b5-c559093d9980:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/9.2-The-International-Investigations-Review.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/9.2-The-International-Investigations-Review.pdf,false,application/pdf,
a4d20ecf-585f-47f6-b42a-5c6c9a7d4b8d:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/8-The-Antitrust-Review-of-the-Americas.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/8-The-Antitrust-Review-of-the-Americas.pdf,false,application/pdf,
a4d20ecf-585f-47f6-b42a-5c6c9a7d4b8d:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/8-The-Antitrust-Review-of-the-Americas.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/8-The-Antitrust-Review-of-the-Americas.pdf,false,application/pdf,
7e4cf758-0597-446d-b3af-4784cc2831c0:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/7_PLC_Investment_Funds.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/7_PLC_Investment_Funds.pdf,false,application/pdf,
7e4cf758-0597-446d-b3af-4784cc2831c0:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/7_PLC_Investment_Funds.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/7_PLC_Investment_Funds.pdf,false,application/pdf,
ec286eb9-8ebe-4532-948a-bfb78636e54a:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/6_PLC_Cartel_Leniency.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/6_PLC_Cartel_Leniency.pdf,false,application/pdf,
ec286eb9-8ebe-4532-948a-bfb78636e54a:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/6_PLC_Cartel_Leniency.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/6_PLC_Cartel_Leniency.pdf,false,application/pdf,
1229a5c7-0220-4558-9233-e51564b13aed:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/5-PLC-Outsourcing-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/5-PLC-Outsourcing-Mexico.pdf,false,application/pdf,
1229a5c7-0220-4558-9233-e51564b13aed:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/5-PLC-Outsourcing-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/5-PLC-Outsourcing-Mexico.pdf,false,application/pdf,
66804d92-c538-4a40-add9-f18a26e58f0a:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/3_3_Corporate_Livewire_Currents_Trends_y_Expected_Development_in_Mexican_Renewable_Energy_Mkt.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/3_3_Corporate_Livewire_Currents_Trends_y_Expected_Development_in_Mexican_Renewable_Energy_Mkt.pdf,false,application/pdf,
66804d92-c538-4a40-add9-f18a26e58f0a:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/3_3_Corporate_Livewire_Currents_Trends_y_Expected_Development_in_Mexican_Renewable_Energy_Mkt.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/3_3_Corporate_Livewire_Currents_Trends_y_Expected_Development_in_Mexican_Renewable_Energy_Mkt.pdf,false,application/pdf,
f1546dde-d4c9-4247-8ed0-43090f5851e0:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/3-IBA-Arbitration-Guide-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/3-IBA-Arbitration-Guide-Mexico.pdf,false,application/pdf,
f1546dde-d4c9-4247-8ed0-43090f5851e0:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/3-IBA-Arbitration-Guide-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/3-IBA-Arbitration-Guide-Mexico.pdf,false,application/pdf,
080b28b7-c35c-49d5-97f0-42fbb7fc8524:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/2_2-PLC-Mergers-and-acquisitions-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/2_2-PLC-Mergers-and-acquisitions-Mexico.pdf,false,application/pdf,
080b28b7-c35c-49d5-97f0-42fbb7fc8524:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/2_2-PLC-Mergers-and-acquisitions-Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/2_2-PLC-Mergers-and-acquisitions-Mexico.pdf,false,application/pdf,
650272b6-88d8-43a4-84d5-3b2f8c5f1fcd:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/1.5-The-European-Lawyer-Ref-Series-Arbitration-World-4th-Ed--Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/1.5-The-European-Lawyer-Ref-Series-Arbitration-World-4th-Ed--Mexico.pdf,false,application/pdf,
650272b6-88d8-43a4-84d5-3b2f8c5f1fcd:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/1.5-The-European-Lawyer-Ref-Series-Arbitration-World-4th-Ed--Mexico.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/1.5-The-European-Lawyer-Ref-Series-Arbitration-World-4th-Ed--Mexico.pdf,false,application/pdf,
3c635370-da04-45bd-932b-1bb9ba32c3a3:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/PAUTA-58-CVW.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/PAUTA-58-CVW.pdf,false,application/pdf,
3c635370-da04-45bd-932b-1bb9ba32c3a3:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/PAUTA-58-CVW.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/PAUTA-58-CVW.pdf,false,application/pdf,
94c3a762-191d-4afe-8c4f-41c40427aac4:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2017/5-GCR-LBC-Mexico-takes-2-major-steps-2007-37-Mexico-telecoms.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/5-GCR-LBC-Mexico-takes-2-major-steps-2007-37-Mexico-telecoms.pdf,false,application/pdf,
94c3a762-191d-4afe-8c4f-41c40427aac4:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2017/5-GCR-LBC-Mexico-takes-2-major-steps-2007-37-Mexico-telecoms.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2017/5-GCR-LBC-Mexico-takes-2-major-steps-2007-37-Mexico-telecoms.pdf,false,application/pdf,
84f3600c-c787-4f7a-8eed-ec8512a692f3:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/pauta-54-CVW.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/pauta-54-CVW.pdf,false,application/pdf,
84f3600c-c787-4f7a-8eed-ec8512a692f3:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/2015/pauta-54-CVW.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/pauta-54-CVW.pdf,false,application/pdf,
3d2f6fbf-6429-4077-bc59-1caf1a7537f7:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/PDF_articles/2021/6-Sheppard-Mullin.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2021/6-Sheppard-Mullin.pdf,false,application/pdf,
3d2f6fbf-6429-4077-bc59-1caf1a7537f7:en,project-public,public-content-link,en,http://localhost:5050/images/PDF_news/PDF_articles/2021/6-Sheppard-Mullin.pdf,206,correcto,http://localhost:5050/images/PDF_news/PDF_articles/2021/6-Sheppard-Mullin.pdf,false,application/pdf,
367a3660-8a53-42c2-9fa9-e4f6a49c14b1:es,project-public,public-content-link,es,http://localhost:5050/images/PDF_news/2015/Muerza---cumplimiento-sentencias-amparo.pdf,206,correcto,http://localhost:5050/images/PDF_news/2015/Muerza---cumplimiento-sentencias-amparo.pdf,false,application/pdf,
